989@1@Peekaboo Perch Tent small@PAJAROS|Juguetes|Refugios y saquitos@14.5@0@@Una adorable percha muy acogedora, ideal para la siesta.<br /><br />El Peekaboo Perch Tent small es adecuado para pájaros como el perico Catarina, Forpus...<br /><br />Colores sujetos a disponibilidad.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20130122164849.jpg
1039@1@Bird Basketball@PAJAROS|Parques de juego@25@1@5.1@Este parque de juego es un verdadero gimnasio y pista de baloncesto con su pelota y su canasta.<br /><br />Este innovador juguete le permite pasar un tiempo de gran calidad con su alado atleta enseñándole a encestar la pelota.<br /><br />La mejor parte viene una vez que se ha encestado... Su loro recibirá su premio inmediatamente.<br /><br />Además de encestar, su loro también puede hacer levantamiento de pesas.<br /><br />Incluye:<br /><br />Canasta de baloncesto.<br />Anillos para escalada.<br />Levantamiento de pesas.<br />Columpio.<br />Comedero.<br />Gancho especial para colgar el juguete a su elección.<br /><br />Hecho de materiales seguros, duraderos y fáciles de limpiar para años de diversión y ejercicio.<br /><br />Apto para periquitos, agapornis, ninfas y cotorritas.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20090427212101.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20090427212109.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20090427212116.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20090427212122.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20090427212128.jpg
1045@1@Arnés Aviator x-small@PAJAROS|Accesorios|Arneses@34.9@1@5@El arnés es sumamente útil para sacar a su loro al exterior de manera segura, iniciarlo en el vuelo, mostrarle un medio que no conoce sin correr el riesgo de que se vuele intempestivamente. El arnés se coloca muy fácilmente si el pájaro está familiarizado. Un accesorio imprescindible para el bienestar de su protegido.<br /><br />El Arnés Aviator es único, ¡y fue objeto de ocho patentes!<br />Está constituído por una pieza, sin costuras, ni arandelas de acero. Solamente un anillo de plástico irrompible permite ajustar el arnés.<br />Gracias a su diseño, es particularmente fácil de colocar en el pájaro. El arnés se entrega con un DVD explicativo.<br /><br /><span class=style17>Puede elegir el idioma de los subtítulos del DVD entre español, francés y chino.</span><br /><br />El Arnés Aviator cuenta con una correa elástica de alrededor de 1,5 m que permite amortiguar los golpes cuando el pájaro se vuela.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/d_aviatorcover.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20091026144206.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20091026144122.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20091026191818.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20091026191811.jpg
1051@1@Arnés Aviator Pequeño@PAJAROS|Accesorios|Arneses@34.9@1@5@El arnés es sumamente útil para sacar a su loro al exterior de manera segura, iniciarlo en el vuelo, mostrarle un medio que no conoce sin correr el riesgo de que se vuele intempestivamente. El arnés se coloca muy fácilmente si el pájaro está familiarizado. Un accesorio imprescindible para el bienestar de su protegido.<br /><br />El Arnés Aviator es único, ¡y fue objeto de ocho patentes!<br />Está constituído por una pieza, sin costuras, ni arandelas de acero. Solamente un anillo de plástico irrompible permite ajustar el arnés.<br />Gracias a su diseño, es particularmente fácil de colocar en el pájaro. El arnés se entrega con un DVD explicativo.<br /><br /><span class=style17>Puede elegir el idioma de los subtítulos del DVD entre español, francés y chino.</span><br /><br />El Arnés Aviator cuenta con una correa elástica de alrededor de 1,5 m que permite amortiguar los golpes cuando el pájaro se vuela.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/d_aviatorcover.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20091026144206.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/20091026144122.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/m_ninfaarnes.jpg
1063@1@Omni-vit Liquido@PAJAROS|Alimentación y Vitaminas|Vitaminas, minerales y próbióticos@8.4@0@@Omni-Vit Liquido es una mezcla líquida de vitaminas y aminoácidos. Compensa las carencias de alimentación y garantiza a sus aves un estado óptimo. Además, este producto lucha contra el debilitamiento, el estrés y las defensas inmunitarias bajas debido a infecciones.<br /><br />Modo de empleo:<br /><br />15 gotas de Omni-Vit Liquido en 50 ml. de agua potable fresca.<br />Cada vez que se prepare debe estar fresca.<br />- Durante todo el año para mantener un estado óptimo: una vez por semana.<br />- Durante la recuperación de una enfermedad: 5 días seguidos.<br />- Después de una vacunación: durante 3 días seguidos.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20091026202306.jpg
1065@1@Prof@PAJAROS|Juguetes|Juguetes Educativos@15@0@@Juguete creativo, que proporciona estímulos creadores e imaginativos.<br /><br />Adecuado para los loros medianos y grandes.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20100602152100.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20100602152110.jpg
1068@1@Bank Small@PAJAROS|Juguetes|Juguetes Educativos@20@0@@Juego de nivel 1: comience el aprendizaje con su pico ganchudo.<br />Sólido, de colores, y fácil de manipular, el Bank small le permitirá enseñar las bases del juego y facilitará la iniciación de su loro.<br /><br />Adecuado para cotorras, you-yous, caiques y todos los loros pequeños.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20100602161743.jpg
1070@1@Plunk@PAJAROS|Juguetes|Juguetes Educativos@26@0@@Ponga una nuez adentro o cacahuete y vea la ingeniosidad de su pájaro.<br /><br />Adecuado para loros pequeños y loros del tipo del Gris africano, Eclectus, Amazonas, etc.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/plunk.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/plunk_5_545x417.jpg
1073@1@Plunky@PAJAROS|Juguetes|Juguetes Educativos@43@0@@Ponga una nuez adentro o cacahuete y descubra la ingeniosidad de su pájaro.<br /><br />Para loros, cacatúas grandes y aras@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/plunky_2_545x417.jpg
1075@1@Alex@PAJAROS|Juguetes|Juguetes Educativos@28@0@@Un juguete interactivo para poner en práctica con su loro en duo.<br />Se trata de arrastrar cada pieza alrededor del eje. Es más complicado de decir que de hacer, pero muy divertidos en cualquier caso.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20090505171018.jpg
1077@1@Papilla mini 1kg@PAJAROS|Alimentación y Vitaminas|Papilla para criar a mano@17.5@1@2.5@Conocemos todas las dificultades que se encuentran en la cría manual de las aves exóticas. Psittacus Papilla Mini es un alimento completo especialmente adaptado para cacatúas ninfa, agapornis, periquitos y cotorras.<br /><br />Esta fórmula de cría a mano está ideada para criar manualmente polluelos a partir del momento en que despuntan los cañones de las plumas hasta el destete. Se trata entonces de una papilla de continuación.<br /><br />En el caso de animales más jóvenes, es preferible utilizar papillas de primera edad como Psittacus Neonatal o Leche de buche.<br /><br />Esta papilla es desarrollada por la empresa Psittacus, empresa española especializada en nutrición para loros.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20120522161643.jpg
1079@1@Papilla neonatal 1kg@PAJAROS|Alimentación y Vitaminas|Papilla para criar a mano@27@1@5.4@Psittacus Neonatale es un alimento completo para la cría a mano de bebés de periquitos o loros de todas las especies, desde el primer día hasta la aparición de los cañones de las plumas. Es también una papilla adecuada en el caso de polluelos mal alimentados por sus padres. Esta papilla fue desarrollada por la empresa Psittacus, empresa española especializada en nutrición para loros.<br /><br />Atención: no utilice después de la edad recomendada, ya que el índice de proteína podría ser perjudicial. Esta papilla contiene efectivamente una alta proporción de huevo deshidratado.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20111018180144.jpg
1081@1@Papilla alta energía 1kg@PAJAROS|Alimentación y Vitaminas|Papilla para criar a mano@18@1@2.5@Psittacus es un alimento completo para la cría a mano de bebés como el gris africano, poicephalus, aras o guacamayos, eclectus, y otros polluelos con necesidades energéticas elevadas. Esta fórmula de cría está ideada para la cría a mano de polluelos desde  la aparición de los cañones de las plumas hasta el completo destete. Se trata entonces de una papilla de continuación. En el caso de animales más jóvenes, es preferible utilizar papillas de primera edad como Psittacus Neonatal. Esta papilla fue desarrollada por la empresa Psittacus, empresa española especializada en nutrición para loros.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20111129131638.jpg
1084@1@Papilla alta proteína 1kg@PAJAROS|Alimentación y Vitaminas|Papilla para criar a mano@18@1@2.5@Psittacus Papilla Alta Proteína es un alimento completo para la cría a mano de bebés de pericos, amazonas, cacatúas, inseparables, conuros, forpus, pionus, caique.<br /><br />Esta fórmula de cría a mano está ideada para criar manualmente polluelos a partir del momento en que despuntan los cañones de las plumas hasta el destete. Se trata entonces de una papilla de continuación.<br /><br />En el caso de animales más jóvenes, es preferible utilizar papillas de primera edad como Psittacus Neonatal.<br /><br />Esta papilla es desarrollada por la empresa Psittacus, empresa española especializada en nutrición para loros.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20111018174541.jpg
1085@1@Splash@PAJAROS|Accesorios|Comederos, bebederos y bañeras@45@1@7.1@El Splash es una bañera grande indispensable para el bienestar de su pájaro. Un producto imprescindible.<br /><br />Splash, un nuevo concepto en el cuidado de tu loro. Diversión e higiene en un mismo producto. Perfecto para que su plumaje esté en las mejores condiciones.<br /><br />Elaborado en los mejores materiales de fibra y remates de acero inox. Se puede colocar tanto por dentro como por fuera de la jaula. Proporciona horas de diversión a tu loro. El mejor remedio contra el calor y la sequedad del ambiente.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20100218095803.jpg|||http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/splishfuerazoom.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/sgzoom1.jpg
1091@1@Comedero giratorio@PAJAROS|Accesorios|Comederos, bebederos y bañeras@@0@@Disponible en dos tamaños:<br />Medium con 3 bol de 10.16 cm de diámetro<br />Large con 3 bol de 15.24 cm de diámetro<br /><br />Medidas:<br />Medium: 40cm de largo x 11 cm de ancho x 12 cm de profundo.<br />Large:56 cm de largo x 13 cm de ancho x 16 cm de profundo.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/d_comedero-giratorio.jpg
1095@1@Puzzle@PAJAROS|Juguetes|Juguetes Educativos@22.95@0@@El Puzzle es un muy buen juego de entrenamiento, que permite poner en práctica una verdadera interactividad con su ave. Y sobre todo, despertar las excepcionales cualidades de los loros.<br />Todo un clásico de los espectáculos.<br />¡Estimúlale a aprender!<br /><br />Medidas:<br />Largo: 32,5 cm<br />Ancho: 7,5 cm<br />Foto no contractual. Los colores pueden variar@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20090505172914.jpg
1098@1@P15 Original 4kg@PAJAROS|Alimentación y Vitaminas|Piensos@34@0@@NutriBird P15 Original es un alimento de mantenimiento equilibrado completo para loros. Un pienso con una composición científicamente probada, elaborado a base de semillas seleccionadas, de frutas frescas y de cacahuetes.  Es totalmente consumible,  nada de pérdida. Contiene Florastimul, que estimula la flora intestinal y protege contra los trastornos intestinales. Recomendamos mezclar piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).  Si su pájaro no está acostumbrado a la alimentación con pienso, la transición a este nuevo alimento, debe efectuarse gradualmente. Producto elaborado por Versele Laga, líder europeo de alimento para pájaros.<br /><br />Ingredientes: cereales, semillas (mín. 10 % cacahuetes pelados), fruta (mín. 5 % frutas frescas), extractos de proteínas vegetales, subproductos de origen vegetal, azúcares, minerales, L-Lisina, metionina, extr. Yucca schidigera, fructo-oligosacáridos, vitaminas,  oligoelementos.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20110409155558.jpg
1100@1@P15 Original 1kg@PAJAROS|Alimentación y Vitaminas|Piensos@10.5@0@@NutriBird P15 Original es un alimento de mantenimiento equilibrado completo para loros.<br />Es un pienso con una composición científicamente probada a base de cereales seleccionados, frutas frescas y cacahuetes. Completamente absorbible, sin desperdicios. Contiene Florastimul, una sustancia que estimula la flora intestinal y protege de los trastornos intestinales.<br /><br />Recomendamos mezclar piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br />Si su pájaro no está acostumbrado a los piensos, la transición a este nuevo alimento, debe ser gradual.<br /><br />Ingredientes: Cereales, semillas (mín. 10 % cacahuetes pelados), frutas (mín. 5 % frutas frescas), extractos de proteínas vegetales, subproductos de origen vegetal, azúcares, minerales, L-lisina, metionina, extr. Yucca schidigera, fructo-oligosacáridos, vitaminas, oligoelementos.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20110409155217.jpg
1105@1@B14 800 gr@PAJAROS|Alimentación y Vitaminas|Piensos@6.8@0@@NutriBird B14 es un alimento de mantenimiento equilibrado completo que integra todos los ingredientes que su pájaro necesita. Es indiscutiblemente una ración alimenticia mucho más equilibrada que lo que pueden ofrecer las semillas secas.<br />Este pienso es totalmente absorbible y en consecuencia no ocasiona ninguna pérdida ni derroche. Este pienso contiene Florastimul, que estimula la flora intestinal y protege contra los trastornos intestinales.<br /><br />Recomendamos mezclar piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br /><br />Si su pájaro no está acostumbrado a la alimentación con pienso, el pasaje a este nuevo alimento, debe efectuarse gradualmente.<br />Producto elaborado por Versele Laga, líder europeo de alimento para pájaros<br /><br />Ingredientes: cereales, semillas (mín. 50 % mijo), fruta (mín. 5 % frutas frescas), extractos de proteínas vegetales, subproductos de origen vegetal, azúcares, minerales, L-Lisina, metionina, extr. Yucca schidigera, fructo-oligosacáridos, vitaminas, oligoelementos.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20110420180042.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20090527093442.jpg
1107@1@G14 Tropical 1kg@PAJAROS|Alimentación y Vitaminas|Piensos@@0@@Nutribird G14 es un alimento de mantenimiento equilibrado completo que integra todos los ingredientes que su pájaro necesita. Es indiscutiblemente una ración alimenticia mucho más equilibrada que lo que pueden ofrecer las semillas secas.<br />Este pienso es totalmente absorbible y en consecuencia no ocasiona ninguna pérdida ni derroche. Este pienso contiene Florastimul, que estimula la flora intestinal y protege contra los trastornos intestinales.<br /><br />Recomendamos mezclar piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br />Si su pájaro no está acostumbrado a la alimentación con pienso, el pasaje a este nuevo alimento, debe efectuarse gradualmente.<br />Producto elaborado por Versele Laga, líder europeo de alimento para pájaros.<br /><br />Ingredientes: cereales, semillas (mín. 10 % cacahuetes pelados), fruta (mín. 5 % frutas frescas), extractos de proteínas vegetales, subproductos de origen vegetal, azúcares, minerales, L-Lisina, metionina, extr. Yucca schidigera, fructo-oligosacáridos, vitaminas, oligoelementos.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20110420175754.jpg
1108@1@P15 Tropical 1kg@PAJAROS|Alimentación y Vitaminas|Piensos@11@0@@NutriBird P15 es un alimento de mantenimiento equilibrado completo que integra todos los ingredientes que su pájaro necesita. Es indiscutiblemente una ración alimenticia mucho más equilibrada que lo que pueden ofrecer las semillas secas.<br />Es un pienso con una composición a base de cereales seleccionados, frutas frescas y cacahuetes. Es completamente absorbible, y en consecuencia no ocasiona ninguna pérdida ni desperdicio. Contiene Florastimul, una sustancia que estimula la flora intestinal y protege de los trastornos intestinales.<br /><br />Recomendamos mezclar piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br />Si su pájaro no está acostumbrado a los piensos, la transición a este nuevo alimento, debe ser gradual.<br />Producto elaborado por Versele Laga, líder europeo de alimento para pájaros.<br /><br />Ingredientes: Cereales, semillas (mín. 10 % cacahuetes pelados), frutas (mín. 5 % frutas frescas), extractos de proteínas vegetales, subproductos de origen vegetal, azúcares, minerales, L-lisina, metionina, extr. Yucca schidigera, fructo-oligosacáridos, vitaminas, oligoelementos.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20110420175518.jpg
1112@1@Exotic Fruit@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas|PAJAROS|Alimentación y Vitaminas|Snacks y premios@5.8@0@@Exotic Fruit es una mezcla de cereales, enriquecida con frutas secas maduradas al sol y con nueces sin cáscara. Exotic Fruit está compuesto exclusivamente por productos frescos, sin agregado de colorante o de aromatizante.<br /><br />Recomendamos esta mezcla de gran calidad. Se puede mezclar, por supuesto, con cualquier tipo de piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br /><br />Producto manufacturado por Versele Laga, líder europeo en alimento para aves.<br />Versele-Laga apoya a la Loro Parque Fundación, que lucha por la preservación de las especies de aves amenazadas y de su medioambiente.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20101203121229.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20101203121302.jpg
1118@1@Exotic Light@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas|PAJAROS|Alimentación y Vitaminas|Snacks y premios@5.8@0@@Exotic light es una mezcla de cereales, enriquecida con frutas secas maduradas al sol.<br />Está compuesto exclusivamente por productos frescos, sin agregado de colorantes ni de aromatizantes.<br /><br />Recomendamos esta mezcla de gran calidad. Se puede mezclar, por supuesto, con cualquier tipo de piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br /><br />Producto manufacturado por Versele Laga, líder europeo en alimento para aves.<br />Versele-Laga apoya a la Loro Parque Fundación, que lucha por la preservación de las especies de aves amenazadas y de su medioambiente.<br /><br />Peso: 750 gr@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20101203112851.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20101203112906.jpg
1119@1@Exotic Nuts@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas|PAJAROS|Alimentación y Vitaminas|Snacks y premios@5.8@0@@Exotic Nut es una mezcla de cereales, enriquecida con frutas secas maduradas al sol y con nueces sin cáscara. Exotic Nut está compuesto exclusivamente por productos frescos, sin agregado de colorante o de aromatizante.<br /><br />Recomendamos esta mezcla de gran calidad. Se puede mezclar, por supuesto, con cualquier tipo de piensos y semillas de diferentes fuentes (cuide que las semillas no sobrepasen el 20 a 30% de la ración diaria).<br /><br />Producto manufacturado por Versele Laga, líder europeo en alimento para aves.<br />Versele-Laga apoya a la Loro Parque Fundación, que lucha por la preservación de las especies de aves amenazadas y de su medioambiente.<br /><br />Peso: 750 gr@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20101203160644.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/04/20101203120958.jpg
