764@1@Esfera hamster 15cm@ROEDORES|juguetes@7@0@@@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/015_360.jpg
766@1@Jaula cria nº35@PAJAROS|Jaulas|Jaulas de cria y exposición@58@0@@- Tres niveles de altura con división de plástico y rejilla independiente en cada nivel.<br />- Puertas frontales y laterales.<br />- Posibilidad de acoplamiento de porta nidos para convertirla en tres jaulas de crías.<br />- Disponible en galvanizado o en blanco@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/001_175_1.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/001_175.jpg
769@1@Jaula loro White@PAJAROS|Jaulas|Jaulas loros y cotorras@290@0@@Balcón frontal abatible.<br />Bandeja y rejilla extraible , para una fácil limpieza.<br />Pintura 100% libre de tóxicos.<br />Bandejas recoge semillas extraibles. Ocupan 10 cm. más por cada lado.<br />Barrotes horizontales en los laterales y verticales en los paneles frontales y traseros.<br />3 comederos giratorios de acero inoxidable.<br />Puerta frontal de gran tamaño para un acceso fácil.<br />Cierres de seguridad en todas las puertas.<br />Puerta para nido o bañera.<br />Incluye dos perchas.<br />Carrito de hierro forjado totalmente separable de la jaula.<br />Cestillo inferior.<br />El material de la Bandeja y cubeta son de plástico duro.<br /><br />Medidas: 54 x 43 x 142 cm.<br />Altura hasta la percha superior: 147 cm.<br />Altura Interior: 72.40 cm<br /><br />Espacio entre barrotes: 1.27 cm<br />Barrotes de 3 mm.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/i_elt-503n.jpg
796@1@Aquasan Anticloro@PECES|Tratamiento del agua@@0@@<div class=zoomPup>Dajana aquasan con aloe vera consigue eliminar inmeditamente el cloro del acuario para mantener la mucosa y las escamas de los peces en perfectas condiciones.</div><br /><div class=zoomPup>Envase de veinte mililitros válido para tratar cien litros de agua.</div><br /><div class=zoomPup>Acondicionador del agua para todo tipo de peceras.</div><br /><div class=zoomPup>Excelente protector para garantizar el buen estado de los peces.</div><br /><div class=zoomPup>Potente poder cicatrizante.</div><br /><div class=zoomPup>Evita descamaciones.</div><br /><div class=zoomPup>Producto altamente eficaz para tratar el agua de los acuarios y mejorar su estado.</div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/1_6_1_6_level4.jpg
800@1@Biofilter@PECES|Tratamiento del agua@@0@@<div class=zoomPup>Dajana biofilter es un compuesto de bacterias que ayuda a mantener el agua del acuario en el mejor estado. Consigue eliminar todas las sustancias nocivas para que los peces puedan convivir tranquilamente en el tanque.</div><br /><div class=zoomPup>Filtración biológica que elimina los residuos nítricos del agua.</div><br /><div class=zoomPup>Las enzimas, las bacterias y los minerales se combinan para una limpieza rápida y eficaz.</div><br /><div class=zoomPup>Producto bioactivo que reduce el crecimiento de algas y prolonga el tiempo entre cambios de agua.</div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/1_6_1_8_level4.jpg
801@1@Bloque de vacaciones@PECES|Alimentación@@0@@Boque de comida para la temporada de vacaciones para peces de acuario.<br /><br />Coloquen el bloque de comida en el acuario antes de ir de vacaciones o salir para una temporada larga. Después, burbujas pequeñas van a aflojarse que atraen a los peces con su olor para alimentarse durante su ausencia. La alimentación se afloja del bloque gradualmente, y sólo cuando los peces comen, y por eso no enturbia el agua. Quite el resto de la comida después de volver a casa.<br /><br />El bloque contiene sustancias que su ausencia contribuyen a la estabilidad del pH de agua durante, reducción del contenido de nitrógeno en agua y mejoran la digestión de los peces.<br /><br />Dosificación El bloque basta para saturar 20-25 peces en el acuario durante una temporada de aproximadamente 14 días.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/1_4_1_8_level4.jpg
804@1@Bloque fin de semana@PECES|Alimentación@@0@@Bloque para alimentar a los peces durante los fines de semana de la marca Dajana.<br /><br />Contiene alimento suficiente para abastecer durante tres días a una cantidad de más de quince peces.<br /><br />El alimento se desprende poco a poco cuando los peces se acercan y no enturbia el agua.<br /><br />Reduce el nitrógeno, estabiliza los niveles de pH y ayuda a mejorar la digestión de los peces.<br /><br />Válido para todo tipo de variedades. Alimento nutritivo de gran calidad para uso únicamente ocasional.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/1_4_1_9_level4.jpg
805@1@Tubifex cubes@PECES|Alimentación@@0@@<span class=hps>comida natural. </span><span class=hps>Alimentos para</span> <span class=hps>todo tipo de</span> <span class=hps>peces tropicales.</span> <span class=hps>Contiene</span> <span class=hps>varios tipos de</span> <span class=hps>plancton</span> <span class=hps>liofilizado</span>.<br /><span class=hps>Alimentación: </span><span class=hps>Den de comer varias</span> <span class=hps>veces al día</span>. <span class=hps>Utilice</span> <span class=hps>sólo</span> <span class=hps>que los peces</span> <span class=hps>consuman el alimento durante</span> <span class=hps>unos minutos.</span><br /><br /><span class=hps>Ingredientes: </span><span class=hps>Tubifex</span> <span class=hps>sp</span>.<br /><br /><br /><span class=hps>Calidad declarados</span> <span class=hps>/</span> <span class=hps>Vitaminas</span><br /><br /><span class=hps>39</span>% de proteínas<br /><span class=hps>7</span>% de grasa<br /><span class=hps>10</span>% de humedad<br /><span class=hps>4</span>% de fibras<br /><span class=hps>10</span>% de cenizas@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/1_5_1_35_level4.jpg
810@1@Betta@PECES|Alimentación@@0@@<h3>Comida completa para los (Betta splendens) y otros y otros laberintidos (besadores, peces paraíso, guramís), la mezcla nutritiva contiene copos pequeños y liofilizados animales invertebrados acuáticos.</h3><br /><div class=text>Nos especializamos en crear una receta singular con una proporción alta de proteínas, vitaminas y minerales animales de alta calidad incluyendo el Beta-Glucano, ácidos grasos omega-3. La proporción elevada del caroteno, sobre todo de la astaxantina asegura, al ser alimentada regularmente, una coloración más clara de Sus peces.</div><br />Alimentación<br /><div class=text>Suministrar siempre en periodo diurno la cantidad que sus peces puedan consumir en unos minutos evitando que queden restos de alimento en el agua.</div><br />Composición<br /><div class=text>Harina de peces, harina de trigo, gluten de trigo, levadura seca, proteína de krill, harina de crustáceos, aceite de pescado, algas, ajo seco, tinturas.</div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/1_5_1_31_level4.jpg
811@1@Carasius Gold@PECES|Alimentación@@0@@<h3>Alimento granulado flotante</h3><br /><div class=text>Para todos los peces dorados de adorno en acuarios y estanques del jardín. El alimento contiene SPIRULINA, soporta el colorido natural y buena condición de los peces.</div><br /><div class=text><br /><strong>Alimentación</strong></div><br /><div class=text>Den de comer varias veces al día para que los peces consuman el alimento durante unos cuantos minutos.</div><br /><div class=text></div><br /><div class=text><strong>Composición</strong></div><br /><div class=text>Concentrados de proteínas vegetales, crustáceos, abrojos, peces y productos secundarios de peces, cereales, levadura seca, SPIRULINA, grasas, lecitina, antioxidantes y colorantes aprobados por la U.E.<br /><br /><strong>Signos de calidad declarados / Vitaminas</strong></div><br /><table class=text border=0 width=500 cellspacing=0 cellpadding=0><br /><tbody><br /><tr><br /><td width=91><img title=35 % src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=35 height=10 /></td><br /><td align=right width=136>35 %</td><br /><td width=32></td><br /><td width=241>materias nitrogenadas</td><br /></tr><br /><tr><br /><td><img title=6 % src=http://www.dajanapet.cz/images/bar_yellow.gif alt= width=6 height=10 /></td><br /><td align=right>6 %</td><br /><td></td><br /><td>grasa</td><br /></tr><br /><tr><br /><td><img title=8 % src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=8 height=10 /></td><br /><td align=right>8 %</td><br /><td></td><br /><td>humedad</td><br /></tr><br /><tr><br /><td><img title=3 % src=http://www.dajanapet.cz/images/bar_green.gif alt= width=3 height=10 /></td><br /><td align=right>3 %</td><br /><td></td><br /><td>fibra</td><br /></tr><br /><tr><br /><td><img title=9 % src=http://www.dajanapet.cz/images/bar_red.gif alt= width=9 height=10 /></td><br /><td align=right>9 %</td><br /><td></td><br /><td>cenizas</td><br /></tr><br /><tr><br /><td colspan=4 height=10></td><br /></tr><br /><tr><br /><td><img title=25000 U.I. / kg src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=50 height=10 /></td><br /><td align=right>25000 U.I. / kg</td><br /><td></td><br /><td>Vitamina A</td><br /></tr><br /><tr><br /><td><img title=1500 U.I. / kg src=http://www.dajanapet.cz/images/bar_yellow.gif alt= width=3 height=10 /></td><br /><td align=right>1500 U.I. / kg</td><br /><td></td><br /><td>Vitamina D3</td><br /></tr><br /><tr><br /><td><img title=100 mg / kg src=http://www.dajanapet.cz/images/bar_green.gif alt= width=10 height=10 /></td><br /><td align=right>100 mg / kg</td><br /><td></td><br /><td>Vitamina E</td><br /></tr><br /><tr><br /><td><img title=200 mg / kg src=http://www.dajanapet.cz/images/bar_orange.gif alt= width=20 height=10 /></td><br /><td align=right>200 mg / kg</td><br /><td></td><br /><td>Vitamina C</td><br /></tr><br /></tbody><br /></table>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/carasius-gold-img.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/carasius-gold-detail.jpg
814@1@Moskyt@PECES|Alimentación@@0@@<h3>Alimento granulado flotante</h3><br /><div class=text>Para todos los peces dorados de adorno en acuarios y estanques del jardín. El alimento contiene SPIRULINA, soporta el colorido natural y buena condición de los peces.</div><br /><div class=text><br /><strong>Alimentación</strong></div><br /><div class=text>Den de comer varias veces al día para que los peces consuman el alimento durante unos cuantos minutos.</div><br /><div class=text><br /><strong>Composición</strong></div><br /><div class=text>Concentrados de proteínas vegetales, crustáceos, abrojos, peces y productos secundarios de peces, cereales, levadura seca, SPIRULINA, grasas, lecitina, antioxidantes y colorantes aprobados por la U.E.<br /><br /><strong>Signos de calidad declarados / Vitaminas</strong></div><br /><table class=text border=0 width=500 cellspacing=0 cellpadding=0><br /><tbody><br /><tr><br /><td width=91><img title=35 % src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=35 height=10 /></td><br /><td align=right width=136>35 %</td><br /><td width=32></td><br /><td width=241>materias nitrogenadas</td><br /></tr><br /><tr><br /><td><img title=6 % src=http://www.dajanapet.cz/images/bar_yellow.gif alt= width=6 height=10 /></td><br /><td align=right>6 %</td><br /><td></td><br /><td>grasa</td><br /></tr><br /><tr><br /><td><img title=8 % src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=8 height=10 /></td><br /><td align=right>8 %</td><br /><td></td><br /><td>humedad</td><br /></tr><br /><tr><br /><td><img title=3 % src=http://www.dajanapet.cz/images/bar_green.gif alt= width=3 height=10 /></td><br /><td align=right>3 %</td><br /><td></td><br /><td>fibra</td><br /></tr><br /><tr><br /><td><img title=9 % src=http://www.dajanapet.cz/images/bar_red.gif alt= width=9 height=10 /></td><br /><td align=right>9 %</td><br /><td></td><br /><td>cenizas</td><br /></tr><br /><tr><br /><td colspan=4 height=10></td><br /></tr><br /><tr><br /><td><img title=25000 U.I. / kg src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=50 height=10 /></td><br /><td align=right>25000 U.I. / kg</td><br /><td></td><br /><td>Vitamina A</td><br /></tr><br /><tr><br /><td><img title=1500 U.I. / kg src=http://www.dajanapet.cz/images/bar_yellow.gif alt= width=3 height=10 /></td><br /><td align=right>1500 U.I. / kg</td><br /><td></td><br /><td>Vitamina D3</td><br /></tr><br /><tr><br /><td><img title=100 mg / kg src=http://www.dajanapet.cz/images/bar_green.gif alt= width=10 height=10 /></td><br /><td align=right>100 mg / kg</td><br /><td></td><br /><td>Vitamina E</td><br /></tr><br /><tr><br /><td><img title=200 mg / kg src=http://www.dajanapet.cz/images/bar_orange.gif alt= width=20 height=10 /></td><br /><td align=right>200 mg / kg</td><br /><td></td><br /><td>Vitamina C</td><br /></tr><br /></tbody><br /></table>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/moskyt-img.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/moskyt-detail.jpg
817@1@Gold@PECES|Alimentación@@0@@Para peces de velo y carpas doradas embellecedoras. No enturbia el agua.<br /><br /><strong>Alimentación</strong><br /><div class=text>Den de comer varias veces al día para que los peces consuman el alimento durante unos cuantos minutos.</div><br /><strong>Composición</strong><br /><div class=text>Harina de pescado, cereales, concentrados vegetales de proteínas, levadura seca, crustáceos, algas, aceite y grasas, lecitina, antioxidantes y colorantes.</div><br /><div class=text><strong>Signos de calidad declarados / Vitaminas</strong></div><br /><table class=text border=0 width=500 cellspacing=0 cellpadding=0><br /><tbody><br /><tr><br /><td width=91><img title=35 % src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=35 height=10 /></td><br /><td align=right width=136>35 %</td><br /><td width=32></td><br /><td width=241>materias nitrogenadas</td><br /></tr><br /><tr><br /><td><img title=5 % src=http://www.dajanapet.cz/images/bar_yellow.gif alt= width=5 height=10 /></td><br /><td align=right>5 %</td><br /><td></td><br /><td>grasa</td><br /></tr><br /><tr><br /><td><img title=8 % src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=8 height=10 /></td><br /><td align=right>8 %</td><br /><td></td><br /><td>humedad</td><br /></tr><br /><tr><br /><td><img title=2 % src=http://www.dajanapet.cz/images/bar_green.gif alt= width=2 height=10 /></td><br /><td align=right>2 %</td><br /><td></td><br /><td>fibra</td><br /></tr><br /><tr><br /><td><img title=7 % src=http://www.dajanapet.cz/images/bar_red.gif alt= width=7 height=10 /></td><br /><td align=right>7 %</td><br /><td></td><br /><td>cenizas</td><br /></tr><br /><tr><br /><td colspan=4 height=10></td><br /></tr><br /><tr><br /><td><img title=22000 U.I. / kg src=http://www.dajanapet.cz/images/bar_blue.gif alt= width=44 height=10 /></td><br /><td align=right>22000 U.I. / kg</td><br /><td></td><br /><td>Vitamina A</td><br /></tr><br /><tr><br /><td><img title=1200 U.I. / kg src=http://www.dajanapet.cz/images/bar_yellow.gif alt= width=2 height=10 /></td><br /><td align=right>1200 U.I. / kg</td><br /><td></td><br /><td>Vitamina D3</td><br /></tr><br /><tr><br /><td><img title=100 mg / kg src=http://www.dajanapet.cz/images/bar_green.gif alt= width=10 height=10 /></td><br /><td align=right>100 mg / kg</td><br /><td></td><br /><td>Vitamina E</td><br /></tr><br /><tr><br /><td><img title=300 mg / kg src=http://www.dajanapet.cz/images/bar_orange.gif alt= width=30 height=10 /></td><br /><td align=right>300 mg / kg</td><br /><td></td><br /><td>Vitamina C</td><br /></tr><br /></tbody><br /></table>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/gold-img.jpg
838@1@Prestige Premium Periquitos@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas@@0@@Mezcla de semillas enriquecidas con vitaminas, minerales y oligoelementos adecuada para la <strong>alimentación diaria de periquitos.</strong> Su fórmula exclusiva está compuesta por una selecta mezcla de semillas cuidadosamente seleccionadas y enriquecidas con vitaminas, aminoácidos y minerales contenidos en gránulos extrusionados VAM. <strong>Producto de la marca belga Versele-Laga, productos de calidad. </strong><br /><br />Todas las mezclas Prestige Premium han sido<strong> desarrolladas por expertos veterinarios y nutricionistas, con la colaboración del equipo científico de un prestigioso aviario en Tenerife.</strong> Están compuestas por una gran variedad de cereales y semillas y contienen algunas golosinas para periquitos como granulados de frutas y Floraestimul que garantiza el buen funcionamiento intestinal y una buena condición física óptima. Lleva semilla de chia que aporta ácidos grasos Omega 3 y trozos de cáscara de ostra para el buen funcionamiento estomacal y el equilibrio óptimo de la relación calcio/fósforo.<br /><br />Este <strong>alimento de excelente calidad está envasado en atmósfera modificada libre de oxígeno</strong>. Además el envoltorio es de un material especial que protege al producto contra la luz, el aire y la humedad garantizando la máxima frescura del alimento hasta su utilización.<br /><br /><strong>Para asegurar una vida larga y sana a sus mascotas proporciónele una dieta rica y variada</strong>, compuesta por semillas diferentes, huevos, frutas y verduras frescas variadas, suplementado con vitaminas y complementos minerales.<br /><br /><strong>Ingredientes:</strong> Semillas (2%chía), cereales, subproductos de origen vegetal, minerales (2% cascara de ostra), aceites y grasas, frutas (10% en el granulado de frutas), azucares, FOS.<br /><br /><strong>Análisis garantizado:</strong> Proteína bruta 15 %, Grasas brutas 6 %, Ceniza bruta 6,5 %, Celulosa bruta 6 %, Calcio 0,9 %, Fósforo 0,4 %, DL-metionina 950 mg/kg, L-lisina 250 mg/kg, Vitamina A 8.000 UI/kg, Vitamina D3 1.600 UI/kg, Vitamina E 20 mg/kg, Cobre-Enxofre cúprico(II) 7 mg/kg<br /><br /><strong>Modo de empleo:</strong> dejar a libre disposición del animal. Ofrecer siempre agua limpia y fresca al animal. Conservar en lugar fresco y seco.<br /><br /><strong>Formatos: 1 Kg y 2,5 Kg</strong>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/th.jpg
839@1@Prestige Premium African parakeet@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas@5.5@0@@Mezcla de semillas enriquecidas con vitaminas, minerales y oligoelementos adecuada para la alimentación diaria de agapornis y otros loritos pequeños. Su fórmula exclusiva está <strong>compuesta por una selecta mezcla de semillas cuidadosamente seleccionadas en función de la alimentación natural de los agaparnis en libertad</strong> y enriquecidas con vitaminas, aminoácidos y minerales contenidos en gránulos extrusionados VAM. <strong>Producto de la marca belga Versele-Laga, productos de calidad. </strong><br /><br />Todas las mezclas Prestige Premium han sido <strong>desarrolladas por expertos veterinarios y nutricionistas, con la colaboración del equipo científico de un prestigioso aviario en Tenerife</strong>. Están compuestas por una gran variedad de cereales y semillas.<br /><br /><strong>Este alimento de excelente calidad está envasado en atmósfera modificada libre de oxígeno</strong>. Además el envoltorio es de un material especial que protege al producto contra la luz, el aire y la humedad garantizando la máxima frescura del alimento hasta su utilización.<br /><br /><br /><br /><strong>Para asegurar una vida larga y sana a sus mascotas proporciónele una dieta rica y variada</strong>, compuesta por semillas diferentes, huevos, frutas y verduras frescas variadas, suplementado con vitaminas y complementos minerales.<br /><br /><strong>Ingredientes:</strong> mijo amarillo, alpiste, mijo blanco, avena sin cáscara, granulados VAM, mijo japonés, semilla de cártamo, trigo sarraceno, arroz Paddy, avena, semilla de cáñamo, linaza, conchas de ostras.<br /><br /><strong>Análisis garantizado:</strong> Proteína bruta 14%, Grasas brutas 10%, Celulosa bruta 7%, Ceniza bruta 6%, Calcio 0,9%, Fósforo 0,3%, Vitamina A 6.000 UI/kg, Vitamina D3 1.200UI/kg, Vitamina E 14 mg/kg. Enriquecida con Vitamina K, B1, B2, B6, B12, C, PP, ácido fólico, biotina, colina, hierro, cobre, manganeso, zinc, yodo y selenio.<br /><br /><strong>Modo de empleo:</strong> dejar a libre disposición del animal. Ofrecer siempre agua limpia y fresca al animal. Conservar en lugar fresco y seco.<br /><br /><strong>Disponible en envases de 1 kg.</strong>@
840@1@Prestige Premium Australian parakeet@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas@5.5@0@@Mezcla de semillas enriquecidas con vitaminas, minerales y oligoelementos adecuada para la alimentación diaria de ninfas y otros loritos australianos. Su <strong>fórmula exclusiva está compuesta por una selecta mezcla de semillas cuidadosamente seleccionadas en función de la alimentación natural</strong> de los animales en libertad y enriquecidas con vitaminas, aminoácidos y minerales contenidos en gránulos extrusionados VAM. <strong>Producto de la marca belga Versele-Laga, productos de calidad</strong>.<br /><br /><a href=http://casadelave-tiendaonline.com/wp-content/uploads/2015/03/400x300xpajaro-ninfa-cockatiels-comida-jaulas-envio-gratuito_jpg_pagespeed_ic_xW3BiGsh3H.jpg><img class=alignnone size-medium wp-image-844 src=http://casadelave-tiendaonline.com/wp-content/uploads/2015/03/400x300xpajaro-ninfa-cockatiels-comida-jaulas-envio-gratuito_jpg_pagespeed_ic_xW3BiGsh3H-300x225.jpg alt=400x300xpajaro-ninfa-cockatiels-comida-jaulas-envio-gratuito_jpg_pagespeed_ic_xW3BiGsh3H width=300 height=225 data-id=844 /></a><br /><br />Todas las mezclas Prestige Premium han sido <strong>desarrolladas por expertos veterinarios y nutricionistas, con la colaboración del equipo científico de un prestigioso aviario en Tenerife</strong>. Están compuestas por una gran variedad de cereales y semillas.<br /><br /><strong>Este alimento de excelente calidad está envasado en atmósfera modificada libre de oxígeno</strong>. Además el envoltorio es de un material especial que protege al producto contra la luz, el aire y la humedad garantizando la máxima frescura del alimento hasta su utilización.<br /><br /><a href=http://casadelave-tiendaonline.com/wp-content/uploads/2015/03/300x312xmta7270-Versele-laga-Prestige-Premium-Mix-Australian-parakeet-detalle_jpg_pagespeed_ic_JcZT3g2q8d.jpg><img class=alignnone size-medium wp-image-843 src=http://casadelave-tiendaonline.com/wp-content/uploads/2015/03/300x312xmta7270-Versele-laga-Prestige-Premium-Mix-Australian-parakeet-detalle_jpg_pagespeed_ic_JcZT3g2q8d-288x300.jpg alt=300x312xmta7270-Versele-laga-Prestige-Premium-Mix-Australian-parakeet-detalle_jpg_pagespeed_ic_JcZT3g2q8d width=288 height=300 data-id=843 /></a><br /><br /><strong>Para asegurar una vida larga y sana a sus mascotas proporciónele una dieta rica y variada</strong>, compuesta por semillas diferentes, huevos, frutas y verduras frescas variadas, suplementado con vitaminas y complementos minerales.<br /><br /><strong>Ingredientes:</strong> mijo amarillo, mijo blanco, alpiste, semillas de girasol rayadas, granulados VAM, avena sin cáscara, cártamo, mijo rojo, trigo sarraceno, semilla de cáñamo, linaza, arroz Paddy, semillas de girasol blancas, trigo, mijo japonés, conchas de ostras, negrillo.<br /><br /><strong>Análisis garantizado:</strong> Proteína bruta 13%, Grasas brutas 10%, Celulosa bruta 11%, Ceniza bruta 6%, Calcio 0,9%, Fósforo 0,5%, Vitamina A 6.000 UI/kg, Vitamina D3 1.200UI/kg, Vitamina E 14 mg/kg. Enriquecida con Vitamina K, B1, B2, B6, B12, C, PP, ácido fólico, biotina, colina, sodio, magnesio, potasio, hierro, cobre, manganeso, zinc, yodo y selenio.<br /><br /><strong>Modo de empleo:</strong> dejar a libre disposición del animal. Ofrecer siempre agua limpia y fresca al animal. Conservar en lugar fresco y seco.<br /><br /><strong>Disponible en envases de 1 kg.</strong>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/03/th6TQBISUX.jpg
