649@1@Lecho de maíz@ROEDORES|Lechos sanitarios@4.95@0@@[embed]https://www.youtube.com/watch?v=6ter35TYOCE[/embed]<br /><p style=text-align: justify;>El lecho sanitario de Ribero está elaborado a base de la planta del maíz NO OGM, Paja y raspaduras de Limón granulado. Este lecho es óptimo para la mayoría de pequeños animales domésticos: perros, gatos, roedores, reptiles y aves. Es el sustrato más natural que se produce con el desecho de productos procedentes de campo. Es un producto 100% natural obtenido de las cosechas de nuestros propios campos. PROPIEDADES: - Máxima absorción: debido a la alta densidad del granulado y al origen de las materia primas. Empieza a absorber desde la parte más baja de la jaula. - Neutraliza el olor de la orina y las defecaciones gracias a las raspaduras de limón que contiene el producto. - Es 100% biodegradable: los lechos utilizados pueden emplearse como estiércol o desecharse en el contenedor de materia orgánica. - El control de Ribero en su fabricación garantiza la calidad del producto. - El lecho Ribero es garantía para la salud de su mascota, ya que no levanta polvo en la cubeta y su ingestión no supone ningún riesgo al estar elaborado con productos 100% naturales. MODO DE EMPLEO: Antes de su utilización limpiar la bandeja de la jaula de su mascota. Verter entre 1 y 4 centímetros de lecho uniformemente por las zonas en que su mascota use para orinar. Cambie a diario la zona utilizada por su mascota y rellene con nuevo producto.</p>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/lecho-de-maiz1.png
651@1@Paja@ROEDORES|Lechos sanitarios@@0@@Por su alto contenido en fibra es el alimento adecuado para complementar la dieta de pequeños animales de compañía como conejos, cobayas, chinchillas, hamsters y ardillas.<br /><br />* <strong>La fibra favorece la función intestinal</strong>, contribuye a una mejor digestión, actúa como antioxidante y es un potenciador del sistema inmunológico. <strong>Indicada para prevenir la descomposición. </strong><br /><br />* Es le complemento adecuado para la dieta de su mascota. Es el tipo de forraje ideal para la utilización como lecho para su mascota, ya que le ayuda a <strong>mantener el calor en épocas más frías</strong>, y le aporta una suavidad y comodidad que no aportan otros tipos de camas.<br /><br />La paja Ribero es un forraje 100% natural, secado al sol. Ribero produce, recolecta, almacena y presenta la paja de cebada con los cuidados adecuados para obtener un producto de alta calidad, conservando así al máximo todas sus propiedades, su textura y todo su sabor.<br /><br />Es el tipo de forraje ideal para la utilización como lecho para su mascota, ya que le ayuda a mantener el calor en épocas mas frías, y le aporta una suavidad y comodidad que no aportan otros tipos de lechos.<br /><br />MODO DE EMPLEO: Administrar cada día como alimento complementario principal. Si su intención es usar la paja como alimento, debe colocarla en un comedero para que se conserve limpia y fresca. No olvide dejar siempre agua fresca y limpia a disposición de su mascota. Si desea usar la paja como lecho, puede administrar a discreción la cantidad suficiente para proporcionarle un mayor confort y calor, su mascota agradecerá que le proporciones un hábitat ideal.<br /><div class=clear></div><br /><!-- .entry-content --> <!-- #post --> <!-- #content --> <!-- #primary --><br /><div class=clear></div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/paja.png
682@1@Jaula 1492G@ROEDORES|Jaulas@85@0@@Basta con un vistazo para darse cuenta que es una jaula ideal para un roedor: conejos, chinchillas, cobayas y hurones. Tiene una estructura metálica que le da una alta calidad, acabado y resistencia.<br /><div class=clear aleft colorinici font09 paddingb10>Medidas: 70 x 41 x 107 cm (Ancho x Largo x Alto)</div><br /><div class=clear aleft colorinici font09 paddingb10></div><br /><div class=clear aleft colorinici font09 paddingb10>-distancia entre barrotes 2.20 cm</div><br /><div class=clear aleft colorinici font09 paddingb10>-cuerpo de jaula totalmente metalico</div><br /><div class=clear aleft colorinici font09 paddingb10>-con 2 grandes puertas con cierre seguro.</div><br /><div class=clear aleft colorinici font09 paddingb10>-bandeja metalica extraible para facilitar su limpieza</div><br /><div class=clear aleft colorinici font09 paddingb10>-rejilla metalica extraible</div><br /><div class=clear aleft colorinici font09 paddingb10>-juego de ruedas</div><br /><div class=clear aleft colorinici font09 paddingb10>-3 pisos con comederos y  rampas,etc,etc</div><br /><div class=clear aleft colorinici font09 paddingb10>-instrucciones de montaje</div><br /><div class=clear aleft colorinici font09 paddingb10>video de montaje:   https://www.youtube.com/watch?v=KwRxlizRJ98</div><br /><div class=clear aleft colorinici font09 paddingb10></div><br /><div class=clear aleft colorinici font09 paddingb10><span id=yui_3_16_0_1_1414669798362_6609>Dispone de unos cierres de seguridad, para evitar que nuestra mascota se nos escape y de cuatro pisos para ofrecer diversidad de espacios a nuestra mascota. Los pisos disponen de un comedero integrado y de rampas para que nuestra mascota pueda moverse de un nivel a otro y disfrutar de toda la amplitud de la jaula. Los accesorios de plástico se han fabricado con material polipropileno, para que nuestra mascota no tenga un problema de salud si lo muerde.</span></div><br /><div class=paddingt4 colorinici clear aleft font09 title=Jaula 266G Voltrega para Hurones></div><br /><div class=paddingt4 colorinici clear aleft font09 title=Jaula 266G Voltrega para Hurones>Jaula metalica recubierta con pintura apoxi sin plomo.<br />Los accesorios son fabricados con plástico polipropilen.<br />Jaula diseñada especialmente para chinchillas,hurones y algunos clientes la compran para ratas,cobayas,conejos.<br /><br />Fabricado en España.<br /><br />Accesorios:todos como se ve en la foto<br /><br />Calidad y innovación son los pilares fundamentales de la prestigiosa marca VOLTREGA, que desde 1983 fabrica en sus instalaciones propias, todo tipo de jaulas y habitáculos para pájaros, roedores y demás es de compañía.<br /></div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/492G.jpg
684@1@Barritas para agapornis de frutas@PAJAROS|Alimentación y Vitaminas|Snacks y premios@2.65@0@@<br /><br />Enriquece la comida de cada día con Smakers, las barritas elaboradas con los mejores ingredientes para favorecer la salud de tu inseparable. La gran variedad de sabores e ingredientes de Smakers las hace irresistibles y aptas para cubrir las necesidades de cualquier ave en cualquier ciclo vital.<br /><br />Lolo Pets es una nueva manera de entender la alimentación de los pequeños roedores, lagomorfos y aves. Lolo Pets es una marca que fabrica mezclas alimentarias y accesorios de excelente calidad, utilizando ingredientes naturales y cuidadosamente seleccionados para garantizar una salud óptima de las más pequeñas mascotas.<br /><br />Lolo Pets dispone de una amplia variedad de productos para satisfacer todas las necesidades de alimentación, aseo y cuidado, presentados en atractivos envases y formulados siguiendo estrictos controles de calidad. Con Lolo Pets, el acierto será seguro.<br /><br />Las barritas Smakers vienen disponibles en varios sabores. ¡Te costará elegir!Smakers con fruta: Contienen vitaminas, minerales y pectina y están compuestas de frutas maduras de excelente calidad, como la manzana y la baya de saúco. La baya de saúco proporciona vitamina C, carotenos y yodo. Ingredientes: Granos y cereales 49%, frutas 22%, subproductos de panadería 20%, semillas oleaginosas 9%. Análisis Medio: Proteínas 14,8%, Grasa 5,1%, Fibra 8,1%, Cenizas 4,8%<br /><br />Modo de empleo: Dejar a libre disposición del animal con agua fresca. Servir cada día como suplemento al alimento básico. Una buena alimentación es la base de un animal sano, por ello debemos proporcionar a nuestra mascota una dieta rica y variada, compuesta por pienso, heno, frutas y verduras frescas. También recomendamos suplementar dos o tres veces por semana el alimento base con complementos vitamínicos y minerales para evitar carencias.<br /><br />Cada envase contiene 2 uds.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/LO-72608_Smakers_owocowy_nierozlaczka.jpg
687@1@Barritas para ninfas de fruta@PAJAROS|Alimentación y Vitaminas|Snacks y premios@2.65@0@@<br /><br />Enriquece la comida de cada día con Smakers, las barritas elaboradas con los mejores ingredientes para favorecer la salud de tu ninfa. La gran variedad de sabores e ingredientes de Smakers las hace irresistibles y aptas para cubrir las necesidades de cualquier ave en cualquier ciclo vital.<br /><br />Lolo Pets es una nueva manera de entender la alimentación de los pequeños roedores, lagomorfos y aves. Lolo Pets es una marca que fabrica mezclas alimentarias y accesorios de excelente calidad, utilizando ingredientes naturales y cuidadosamente seleccionados para garantizar una salud óptima de las más pequeñas mascotas.<br /><br />Lolo Pets dispone de una amplia variedad de productos para satisfacer todas las necesidades de alimentación, aseo y cuidado, presentados en atractivos envases y formulados siguiendo estrictos controles de calidad. Con Lolo Pets, el acierto será seguro.<br /><br />Smakers de fruta: Fuente de vitaminas, minerales y pectina. Barritas hechas con fruta madura de excelente calidad. Incluyen naranjas, ricas en pectina y flavonoides con actividad antibacteriana, y coco, que fortalece el organismo. Ingredientes: Granos 32%, semillas oleaginosas 30%, subproductos de panadería 23%, frutas 15%. Análisis Medio: Proteínas 12,7%, Grasa 5,1%, Fibra 8,5%, Cenizas 3,4%<br /><br />Modo de empleo: Dejar a libre disposición del animal con agua fresca. Utilizar como alimento complementario. Una buena alimentación es la base de un animal sano, por ello debemos proporcionar a nuestra mascota una dieta rica y variada, compuesta por pienso, heno, frutas y verduras frescas. También recomendamos suplementar dos o tres veces por semana el alimento base con complementos vitamínicos y minerales para evitar carencias.<br /><br />Cada envase contiene 2 uds.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/LO-72206_Smakers_owocowy_nimfa.jpg
694@1@Barritas para ninfas de cacahuetes@PAJAROS|Alimentación y Vitaminas|Snacks y premios@2.65@0@@<br /><br />Enriquece la comida de cada día con Smakers, las barritas elaboradas con los mejores ingredientes para favorecer la salud de tu ninfa. La gran variedad de sabores e ingredientes de Smakers las hace irresistibles y aptas para cubrir las necesidades de cualquier ave en cualquier ciclo vital.<br /><br />Lolo Pets es una nueva manera de entender la alimentación de los pequeños roedores, lagomorfos y aves. Lolo Pets es una marca que fabrica mezclas alimentarias y accesorios de excelente calidad, utilizando ingredientes naturales y cuidadosamente seleccionados para garantizar una salud óptima de las más pequeñas mascotas.<br /><br />Lolo Pets dispone de una amplia variedad de productos para satisfacer todas las necesidades de alimentación, aseo y cuidado, presentados en atractivos envases y formulados siguiendo estrictos controles de<br /><br />Smakers de cacahuetes: Complemento perfecto con vitamina E y magnesio, gracias a su alto contenido en cacahuetes y avellanas. Protege el sistema inmune y nervioso y es un excelente antioxidante. Ingredientes: Granos 41%, semillas oleaginosas y frutos secos 39%, subproductos de panadería 20%. Análisis Medio: Proteínas 10,7%, Grasa 6,9%, Fibra 6,3%, Cenizas 3,4%.<br /><br />Modo de empleo: Dejar a libre disposición del animal con agua fresca. Utilizar como alimento complementario. Una buena alimentación es la base de un animal sano, por ello debemos proporcionar a nuestra mascota una dieta rica y variada, compuesta por pienso, heno, frutas y verduras frescas. También recomendamos suplementar dos o tres veces por semana el alimento base con complementos vitamínicos y minerales para evitar carencias.<br /><br />Cada envase contiene 2 uds.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/LO-72207_Smakers_orzechowy_nimfa.jpg
695@1@Nido de algodon@PAJAROS|Accesorios|Cría@2@0@@@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/2_5_1_12_Level4.jpg
697@1@Comedero tolva para voladeros@PAJAROS|Accesorios|Comederos, bebederos y bañeras@6@0@@@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/2_6_1_16_Level4.jpg
700@1@Comedero capilla@PAJAROS|Accesorios|Comederos, bebederos y bañeras@0.5@0@@<span style=font-family: Tahoma;>Comedero para jaula de aves de aproximadamente una capacidad de 60 grs de alpiste.  </span>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/2_6_1_21_Level4.jpg|http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/aeb35c19e68c0d9fa445440366a35f50_image_280x248.jpg
701@1@Grit de ostras VIT Pro@PAJAROS|Alimentación y Vitaminas|Vitaminas, minerales y próbióticos@2.25@0@@@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/2_1_3_24_Level4.jpg
705@1@Pipas negras VIT Pro@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas@1.6@0@@@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/2_1_3_21_Level4.jpg
706@1@Pipas de calabaza VIT Pro@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas@42.280.00@0@@@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/2_1_3_19_Level4.jpg
707@1@Alimento con frutas VITFRUIT Pro@PAJAROS|Alimentación y Vitaminas|Mezclas de semillas@@0@@Alimento completo para cotorras y loros.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/vitfruit-pro-4kg-2.jpg
713@1@Fiesta L@PAJAROS|Juguetes|Juguetes Java@18@0@@Elaborado artesanalmente con fibras vegetales, madera de Java y colorantes de uso alimentario.<br />Su mosquetón y cadena interior en toda su longitud le confieren una mayor durabilidad.<br /><br />Dimensiones (cadena incluida):<br /><br />50 cm x 20 cm@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/4c5f07abc51487f67fd17483d944c8ca.jpg
715@1@Tingler L@PAJAROS|Juguetes|Juguetes Java@14@0@@Elaborado artesanalmente con fibras vegetales, madera de Java y colorantes de uso alimentario.<br />Tiene piezas de madera natural intercaladas con otras coloreadas.<br />Su mosquetón y cadena interior en toda su longitud le confieren una mayor durabilidad.<br /><br />Dimensiones (cadena incluida):<br /><br />55 cm x 10-12 cm Ø@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/17__spine_tingler_-_l.jpg
718@1@Tingler S@PAJAROS|Juguetes|Juguetes Java@10@0@@Elaborado artesanalmente con fibras vegetales, madera de Java y colorantes de uso alimentario.<br />Tiene piezas de madera natural intercaladas con otras coloreadas.<br />Su mosquetón y cadena interior en toda su longitud le confieren una mayor durabilidad.<br /><br />Dimensiones (cadena incluida):<br /><br />40 cm x 8-10 cm Ø@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/18__spine_tingler_-_s.jpg
719@1@Jumble@PAJAROS|Juguetes|Juguetes Java@15.5@0@@Elaborado artesanalmente con fibras vegetales, bloques de madera de Java, conchas de ostra naturales y colorantes de uso alimentario.<br /><br />Su mosquetón y cadena interior en toda su longitud le confieren una mayor durabilidad.<br /><br />Dimensiones (cadena incluida):<br /><br />30 cm x 9 cm x 9 cm@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/344538.jpg
721@1@Meatball Stringers@PAJAROS|Juguetes|Juguetes Java@@0@@Se cuelgan de cualquier lugar de la jaula.<br /><br />Son de vivos colores y aportan un buen rato de diversión.<br /><br />Disponible en dos tamaños:<br />Small: pack de 2 cuerdas con 3 bolas cada una. Bolas de 4 cm de diámetro<br /><br />Large: pack de 3 cuerdas con 2 bolas cada una. Bolas de 8 cm de diámetro.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/product_thumb.png
723@1@Nido cotorritas Natural Living@PAJAROS|Accesorios|Cría@19@0@@- Medidas: 30 x 20 x 20 cm.<br />- Apto para cotorritas.<br />- Con percha de aterrizaje.<br />- Tapa abatible, facilita limpieza.<br /><br />Este nido de cotorritas pertenece a la gama Natural Living de Trixie para pájaros y roedores. Esta colección cuida la salud de la mascota gracias a que son accesorios de materiales de la naturaleza, que no son tratados con sustancias aditivas.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/Trixie_Roedores_Casita_I_5632_h.jpg
725@1@Nido periquitos Natural Living@PAJAROS|Accesorios|Cría@9.5@0@@- Medidas: 21 x 13 x 12 cm.<br />- Apto para periquitos.<br />- Con percha de aterrizaje.<br />- Tapa abatible, facilita limpieza.<br /><br />Este nido de periquitos pertenece a la gama Natural Living de Trixie para pájaros y roedores. Esta colección cuida la salud de la mascota gracias a que son accesorios de materiales de la naturaleza, que no son tratados con sustancias aditivas.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/Trixie_Roedores_Casita_I_5632_h.jpg
726@1@Área de juego Natural Living 2@PAJAROS|Parques de juego@20@0@@- Medidas:<br />· Ancho: 35 cm.<br />· Alto: 29 cm.<br />· Profundo: 25 cm.<br />- Madera natural, hecho con tronquitos de árbol.<br />- Incluye:<br />· Escaleras.<br />· Aro de algodón.<br />· Cuerda.<br />· Percha.<br />· Juguetes de madera.<br /><br />Esta área de juego pertenece a la gama Natural Living de Trixie para pájaros y roedores. Esta colección cuida la salud de la mascota gracias a que son accesorios de materiales de la naturaleza, que no son tratados con sustancias aditivas.<br /><br />NOTA: Resulta muy importante mantener a los pájaros entretenidos con juegos para que no se aburran, lo que provoca problemas de picaje (al no tener actividad, los pájaros suelen picar sus plumas por estrés).@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/Trixie_Pájaro_Juguete_5661_h.jpg
728@1@Área de juego Natural Living 1@PAJAROS|Parques de juego@13@0@@- Medidas:<br />· Ancho: 28 cm.<br />· Alto: 25 cm.<br />· Profundo: 22 cm.<br />- Apto para periquitos y canarios.<br />- Muy útil para el ejercicio de la mascota en la jaula.<br />- Adecuado para el enriquecimiento ambiental del entorno, logrando el bienestar de la mascota.<br /><br />Este área de juego pertenece a la gama Natural Living de Trixie para pájaros y roedores. Esta colección cuida la salud de la mascota gracias a que son accesorios de materiales de la naturaleza, que no son tratados con sustancias aditivas.<br /><br />NOTA: Resulta muy importante mantener a los pájaros entretenidos con juegos para que no se aburran, lo que provoca problemas de picaje (al no tener actividad, los pájaros suelen picar sus plumas por estrés).@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/Trixie_Pájaro_Juguete_5660_h.jpg
730@1@Percha con cuenco@PAJAROS|Accesorios|Perchas y palos@12@0@@- Por ejemplo para ninfas y cotorritas.<br />- Medidas: 25 cm.<br />- De coco y bambú.<br />- Con tornillería y accesorios.@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/58747_145.jpg
732@1@Jaula loro nº20@PAJAROS|Jaulas|Jaulas loros y cotorras@175@0@@Todas las jaulas loros estan recubiertas de resinas especiales, atoxicas y que no pueden ser desprendidas de la jaula con los fuertes picos de los loros.<br />La mayoria de las jaulas son abiertas para un contacto real con su mascota.<br /><div class=image><br /><p class=image>Medidas: Alto: 161,5cm. Largo: 71cm. Ancho: 51 cm</p><br /><br /><div class=text><br /><br />- Color: Negro gofrado<br /><br /></div><br /></div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/022_015_1.jpg
734@1@Jaula loros nº25@PAJAROS|Jaulas|Jaulas loros y cotorras@135@0@@Todas las jaulas loros estan recubiertas de resinas especiales, atoxicas y que no pueden ser desprendidas de la jaula con los fuertes picos de los loros.<br />La mayoria de las jaulas son abiertas para un contacto real con su mascota.<br /><div class=text><br /><br />Medida: Alto: 141cm. Largo: 55,5cm. Ancho: 46,5 cm.<br /><br />-Color: Negro gofrado<br /><br /></div>@http://casadelave-tiendaonline.com/wordpress/wp-content/uploads/2015/02/022_020_1.jpg
